,goodreads_book_id,tag_id,count,tag_name,original_title,book_id
3983,16884,21689,434,non-fiction,The Making of the Atomic Bomb,6435
3984,16900,23471,314,philosophy,Civil Disobedience and Reading,7429
3985,16900,7457,266,classics,Civil Disobedience and Reading,7429
3986,16900,21689,241,non-fiction,Civil Disobedience and Reading,7429
3987,16902,7457,3006,classics,Walden; or Life in the Woods,819
3988,16902,21689,1693,non-fiction,Walden; or Life in the Woods,819
3989,16902,23471,1574,philosophy,Walden; or Life in the Woods,819
3990,16948,26837,531,science-fiction,Children of God,8128
3991,16948,11743,357,fiction,Children of God,8128
3992,16948,26771,314,sci-fi,Children of God,8128
3993,16951,14487,108,historical-fiction,When the Lion Feeds,9979
3994,16951,32469,74,wilbur-smith,When the Lion Feeds,9979
3995,16951,11743,73,fiction,When the Lion Feeds,9979
3996,16981,7457,2869,classics,Invisible Man,736
3997,16981,11743,2734,fiction,Invisible Man,736
3998,16981,7404,463,classic,Invisible Man,736
3999,16982,7778,781,comics,Marvels,4019
4000,16982,13561,502,graphic-novels,Marvels,4019
4001,16982,13547,158,graphic-novel,Marvels,4019
4002,16992,7778,1231,comics,Kingdom Come,2143
4003,16992,13561,1067,graphic-novels,Kingdom Come,2143
4004,16992,13547,371,graphic-novel,Kingdom Come,2143
4005,17020,33114,1702,young-adult,13 Little Blue Envelopes,1669
4006,17020,32989,1071,ya,13 Little Blue Envelopes,1669
4007,17020,8055,468,contemporary,13 Little Blue Envelopes,1669
4008,17061,11305,7964,fantasy,Coraline,282
4009,17061,33114,2678,young-adult,Coraline,282
4010,17061,11743,2513,fiction,Coraline,282
4011,17125,11743,1717,fiction,Один день Ивана Денисовича,1518
4012,17125,7457,1475,classics,Один день Ивана Денисовича,1518
4013,17125,26374,672,russian,Один день Ивана Денисовича,1518
4014,17136,7404,103,classic,The Time Machine and The Invisible Man,2158
4015,17136,7457,70,classics,The Time Machine and The Invisible Man,2158
4016,17136,11305,60,fantasy,The Time Machine and The Invisible Man,2158
4017,17143,11743,825,fiction,Go Tell It on the Mountain,3523
4018,17143,1753,194,african-american,Go Tell It on the Mountain,3523
4019,17143,240,109,1001-books,Go Tell It on the Mountain,3523
4020,17150,7457,3124,classics,My Ántonia,1094
4021,17150,11743,1978,fiction,My Ántonia,1094
4022,17150,14487,747,historical-fiction,My Ántonia,1094
4023,17157,14552,334,history,Marie Antoinette: The Journey,3556
4024,17157,4605,266,biography,Marie Antoinette: The Journey,3556
4025,17157,21689,258,non-fiction,Marie Antoinette: The Journey,3556
4026,17162,33114,1306,young-adult,The Chocolate War,3657
4027,17162,32989,640,ya,The Chocolate War,3657
4028,17162,11743,565,fiction,The Chocolate War,3657
4029,17174,11743,310,fiction,A Yellow Raft in Blue Water: A Novel,6980
4030,17174,4949,57,book-club,A Yellow Raft in Blue Water: A Novel,6980
4031,17174,21166,52,native-american,A Yellow Raft in Blue Water: A Novel,6980
4032,17184,7457,3207,classics,The Invisible Man,1204
4033,17184,26837,2172,science-fiction,The Invisible Man,1204
4034,17184,11743,1457,fiction,The Invisible Man,1204
4035,17204,11743,216,fiction,The Friday Night Knitting Club,1655
4036,17204,6750,114,chick-lit,The Friday Night Knitting Club,1655
4037,17204,3371,82,audio,The Friday Night Knitting Club,1655
4038,17206,11305,761,fantasy,Lady Friday,6640
4039,17206,33114,231,young-adult,Lady Friday,6640
4040,17206,32989,122,ya,Lady Friday,6640
4041,17208,26837,827,science-fiction,Friday,5141
4042,17208,26771,550,sci-fi,Friday,5141
4043,17208,11743,219,fiction,Friday,5141
4044,17214,26837,3546,science-fiction,Starship Troopers,633
4045,17214,26771,2681,sci-fi,Starship Troopers,633
4046,17214,11743,1124,fiction,Starship Troopers,633
4047,17231,11743,1241,fiction,Darkly Dreaming Dexter,526
4048,17231,20939,1156,mystery,Darkly Dreaming Dexter,526
4049,17231,8517,756,crime,Darkly Dreaming Dexter,526
4050,17245,7457,14939,classics,Dracula,97
4051,17245,14821,7930,horror,Dracula,97
4052,17245,11743,5137,fiction,Dracula,97
4053,17250,7457,6082,classics,The Crucible,387
4054,17250,23743,3747,plays,The Crucible,387
4055,17250,11743,1909,fiction,The Crucible,387
4056,17267,30241,490,theology,The Great Divorce,1106
4057,17267,11305,327,fantasy,The Great Divorce,1106
4058,17267,11743,277,fiction,The Great Divorce,1106
4059,17303,7116,492,christian-fiction,Piercing the Darkness,1925
4060,17303,11743,414,fiction,Piercing the Darkness,1925
4061,17303,7077,351,christian,Piercing the Darkness,1925
4062,17309,7116,687,christian-fiction,This Present Darkness,1218
4063,17309,11743,650,fiction,This Present Darkness,1218
4064,17309,7077,578,christian,This Present Darkness,1218
4065,17324,11743,229,fiction,The Visitation,5673
4066,17324,7077,168,christian,The Visitation,5673
4067,17324,30358,59,thriller,The Visitation,5673
4068,17343,11743,1158,fiction,Till We Have Faces,2860
4069,17343,11305,976,fantasy,Till We Have Faces,2860
4070,17343,7457,687,classics,Till We Have Faces,2860
4071,17349,21773,526,nonfiction,The Demon-Haunted World: Science as a Candle in the Dark,2226
4072,17349,23471,427,philosophy,The Demon-Haunted World: Science as a Candle in the Dark,2226
4073,17349,26816,206,science,The Demon-Haunted World: Science as a Candle in the Dark,2226
4074,17461,6953,355,childrens,Misty of Chincoteague,3565
4075,17461,11743,310,fiction,Misty of Chincoteague,3565
4076,17461,14877,293,horses,Misty of Chincoteague,3565
4077,17478,6857,137,children,Five Go to Smuggler's Top,9402
4078,17478,10671,128,enid-blyton,Five Go to Smuggler's Top,9402
4079,17478,6828,121,childhood,Five Go to Smuggler's Top,9402
4080,17487,10671,134,enid-blyton,Five Go Adventuring Again,9686
4081,17487,6828,120,childhood,Five Go Adventuring Again,9686
4082,17487,20939,112,mystery,Five Go Adventuring Again,9686
4083,17488,6953,247,childrens,Five on a Treasure Island ,6359
4084,17488,6857,227,children,Five on a Treasure Island ,6359
4085,17488,6828,168,childhood,Five on a Treasure Island ,6359
4086,17490,6953,116,childrens,"The Faraway Tree Stories (The Enchanted Wood, The Faraway Tree, The Folk of the Faraway Tree)",7767
4087,17490,11305,105,fantasy,"The Faraway Tree Stories (The Enchanted Wood, The Faraway Tree, The Folk of the Faraway Tree)",7767
4088,17490,6857,77,children,"The Faraway Tree Stories (The Enchanted Wood, The Faraway Tree, The Folk of the Faraway Tree)",7767
4089,17491,6953,265,childrens,The Enchanted Wood,6102
4090,17491,11305,152,fantasy,The Enchanted Wood,6102
4091,17491,6828,107,childhood,The Enchanted Wood,6102
4092,17529,7457,497,classics,Rebecca of Sunnybrook Farm,4277
4093,17529,11743,194,fiction,Rebecca of Sunnybrook Farm,4277
4094,17529,6953,166,childrens,Rebecca of Sunnybrook Farm,4277
4095,17533,11743,232,fiction,Rose in Bloom,7430
4096,17533,33114,149,young-adult,Rose in Bloom,7430
4097,17533,7404,110,classic,Rose in Bloom,7430
4098,17567,7457,321,classics,A Girl of the Limberlost,7833
4099,17567,33114,195,young-adult,A Girl of the Limberlost,7833
4100,17567,14487,110,historical-fiction,A Girl of the Limberlost,7833
4101,17645,11743,928,fiction,The Penelopiad,5395
4102,17645,21024,454,mythology,The Penelopiad,5395
4103,17645,14487,377,historical-fiction,The Penelopiad,5395
4104,17650,11743,1045,fiction,The Robber Bride,3837
4105,17650,6184,201,canadian,The Robber Bride,3837
4106,17650,240,146,1001-books,The Robber Bride,3837
4107,17660,14821,1466,horror,The Tommyknockers,1139
4108,17660,28663,1041,stephen-king,The Tommyknockers,1139
4109,17660,11743,847,fiction,The Tommyknockers,1139
4110,17683,11305,3118,fantasy,Dead Beat,1340
4111,17683,11743,609,fiction,Dead Beat,1340
4112,17683,20939,586,mystery,Dead Beat,1340
4113,17689,11743,184,fiction,Franz Kafka's The Castle,4622
4114,17689,7457,157,classics,Franz Kafka's The Castle,4622
4115,17689,18367,56,literature,Franz Kafka's The Castle,4622
4116,17690,7457,3183,classics,Der Prozeß,614
4117,17690,11743,2926,fiction,Der Prozeß,614
4118,17690,18367,657,literature,Der Prozeß,614
4119,17716,23743,3374,plays,En attendant Godot,934
4120,17716,7457,1946,classics,En attendant Godot,934
4121,17716,9886,1332,drama,En attendant Godot,934
4122,17717,11743,865,fiction,Labyrinths,4336
4123,17717,27669,773,short-stories,Labyrinths,4336
4124,17717,7457,244,classics,Labyrinths,4336
4125,17728,7457,530,classics,The House of Mirth,1509
4126,17728,18367,278,literature,The House of Mirth,1509
4127,17728,14487,252,historical-fiction,The House of Mirth,1509
4128,17768,11743,436,fiction,Post Captain,7501
4129,17768,14487,266,historical-fiction,Post Captain,7501
4130,17768,14467,170,historical,Post Captain,7501
4131,17780,21689,1667,non-fiction,In the Heart of the Sea: The Tragedy of the Whaleship Essex,1514
4132,17780,14552,1613,history,In the Heart of the Sea: The Tragedy of the Whaleship Essex,1514
4133,17780,21773,762,nonfiction,In the Heart of the Sea: The Tragedy of the Whaleship Essex,1514
4134,17781,21831,703,nora-roberts,Heart of the Sea,5748
4135,17781,8076,170,contemporary-romance,Heart of the Sea,5748
4136,17781,11743,124,fiction,Heart of the Sea,5748
4137,17799,11743,1006,fiction," 国境の南、太陽の西 [Kokkyō no minami, taiyō no nishi]",1703
4138,17799,16203,398,japan," 国境の南、太陽の西 [Kokkyō no minami, taiyō no nishi]",1703
4139,17799,16205,361,japanese," 国境の南、太陽の西 [Kokkyō no minami, taiyō no nishi]",1703
4140,17800,11743,931,fiction,"ダンス・ダンス・ダンス [Dansu, dansu, dansu]",1915
4141,17800,16203,366,japan,"ダンス・ダンス・ダンス [Dansu, dansu, dansu]",1915
4142,17800,16205,308,japanese,"ダンス・ダンス・ダンス [Dansu, dansu, dansu]",1915
4143,17801,21689,563,non-fiction,アンダーグラウンド [Andāguraundo],9172
4144,17801,16203,239,japan,アンダーグラウンド [Andāguraundo],9172
4145,17801,21773,175,nonfiction,アンダーグラウンド [Andāguraundo],9172
4146,17803,11743,1494,fiction,アフターダーク [Afutā dāku],1282
4147,17803,16203,553,japan,アフターダーク [Afutā dāku],1282
4148,17803,16205,434,japanese,アフターダーク [Afutā dāku],1282
4149,17810,11743,289,fiction,イン ザ・ミソスープ,9517
4150,17810,14821,266,horror,イン ザ・ミソスープ,9517
4151,17810,16203,235,japan,イン ザ・ミソスープ,9517
4152,17841,11743,1864,fiction,Il pendolo di Foucault,2259
4153,17841,20939,455,mystery,Il pendolo di Foucault,2259
4154,17841,14487,417,historical-fiction,Il pendolo di Foucault,2259
4155,17863,26837,677,science-fiction,Accelerando,6798
4156,17863,26771,458,sci-fi,Accelerando,6798
4157,17863,11743,268,fiction,Accelerando,6798
4158,17876,7457,1177,classics,Записки из подполья,1364
4159,17876,11743,990,fiction,Записки из подполья,1364
4160,17876,26374,445,russian,Записки из подполья,1364
4161,17877,7457,365,classics,Записки из Мёртвого дома,8792
4162,17877,11743,285,fiction,Записки из Мёртвого дома,8792
4163,17877,26374,235,russian,Записки из Мёртвого дома,8792
4164,17961,11743,557,fiction,Cuentos completos,5754
4165,17961,27669,426,short-stories,Cuentos completos,5754
4166,17961,18367,145,literature,Cuentos completos,5754
4167,17977,26816,1187,science,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,5258
4168,17977,21689,591,non-fiction,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,5258
4169,17977,10997,288,evolution,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,5258
4170,17994,21689,934,non-fiction,"The Code Book. How to Make It, Break It, Hack It, Crack It",6966
4171,17994,14552,537,history,"The Code Book. How to Make It, Break It, Hack It, Crack It",6966
4172,17994,26816,285,science,"The Code Book. How to Make It, Break It, Hack It, Crack It",6966
4173,18005,23605,407,picture-books,How I Became a Pirate,5056
4174,18005,6895,180,children-s-books,How I Became a Pirate,5056
4175,18005,6953,149,childrens,How I Became a Pirate,5056
4176,18035,11743,550,fiction,"Right Ho, Jeeves",5961
4177,18035,15048,484,humor,"Right Ho, Jeeves",5961
4178,18035,15067,255,humour,"Right Ho, Jeeves",5961
4179,18116,33114,961,young-adult,His Dark Materials,937
4180,18116,11743,868,fiction,His Dark Materials,937
4181,18116,32989,436,ya,His Dark Materials,937
4182,18122,11305,10215,fantasy,The Amber Spyglass,480
4183,18122,33114,3517,young-adult,The Amber Spyglass,480
4184,18122,11743,2330,fiction,The Amber Spyglass,480
4185,18130,11305,2491,fantasy,A Wind in the Door,1196
4186,18130,33114,1237,young-adult,A Wind in the Door,1196
4187,18130,11743,1069,fiction,A Wind in the Door,1196
4188,18131,11305,8912,fantasy,A Wrinkle in Time,117
4189,18131,33114,4618,young-adult,A Wrinkle in Time,117
4190,18131,11743,4319,fiction,A Wrinkle in Time,117
4191,18135,7457,20507,classics,An Excellent conceited Tragedie of Romeo and Juliet,29
4192,18135,23743,7751,plays,An Excellent conceited Tragedie of Romeo and Juliet,29
4193,18135,11743,4632,fiction,An Excellent conceited Tragedie of Romeo and Juliet,29
4194,18254,7457,8997,classics,Oliver Twist,361
4195,18254,11743,2740,fiction,Oliver Twist,361
4196,18254,7404,1553,classic,Oliver Twist,361
4197,18266,7457,373,classics,La vie de Gargantua et de Pantagruel,9549
4198,18266,11743,261,fiction,La vie de Gargantua et de Pantagruel,9549
4199,18266,12553,133,french,La vie de Gargantua et de Pantagruel,9549
4200,18288,23471,2206,philosophy,Kritik der reinen Vernunft,4727
4201,18288,21689,329,non-fiction,Kritik der reinen Vernunft,4727
4202,18288,7457,195,classics,Kritik der reinen Vernunft,4727
4203,18304,25647,134,religion,Der Antichrist,6316
4204,18304,7457,118,classics,Der Antichrist,6316
4205,18304,13098,62,german,Der Antichrist,6316
4206,18342,14821,8415,horror,It,176
4207,18342,28663,2963,stephen-king,It,176
4208,18342,11743,2604,fiction,It,176
4209,18373,11743,4139,fiction,Flowers for Algernon,271
4210,18373,7457,3837,classics,Flowers for Algernon,271
4211,18373,26837,2702,science-fiction,Flowers for Algernon,271
4212,18386,26374,553,russian,Смерть Ивана Ильича,2002
4213,18386,18367,304,literature,Смерть Ивана Ильича,2002
4214,18386,7404,243,classic,Смерть Ивана Ильича,2002
4215,18392,33114,262,young-adult,The Lost Years of Merlin,8506
4216,18392,11743,120,fiction,The Lost Years of Merlin,8506
4217,18392,32989,116,ya,The Lost Years of Merlin,8506
4218,18402,20939,876,mystery,The Dante Club,3406
4219,18402,11743,768,fiction,The Dante Club,3406
4220,18402,14487,687,historical-fiction,The Dante Club,3406
4221,18405,7457,10242,classics,Gone with the Wind,66
4222,18405,14487,5000,historical-fiction,Gone with the Wind,66
4223,18405,11743,4259,fiction,Gone with the Wind,66
4224,18414,7457,2104,classics,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia",2732
4225,18414,23471,1369,philosophy,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia",2732
4226,18414,11743,769,fiction,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia",2732
4227,18419,6895,404,children-s-books,The Kissing Hand,1836
4228,18419,23605,293,picture-books,The Kissing Hand,1836
4229,18419,6953,284,childrens,The Kissing Hand,1836
4230,18420,28384,47,spirituality,Hands of Light: A Guide to Healing Through the Human Energy Field,9459
4231,18420,14128,45,healing,Hands of Light: A Guide to Healing Through the Human Energy Field,9459
4232,18420,21689,41,non-fiction,Hands of Light: A Guide to Healing Through the Human Energy Field,9459
4233,18422,21689,240,non-fiction,Gifted Hands: The Ben Carson Story,7849
4234,18422,4605,229,biography,Gifted Hands: The Ben Carson Story,7849
4235,18422,21773,80,nonfiction,Gifted Hands: The Ben Carson Story,7849
4236,18423,26837,840,science-fiction,The Left Hand of Darkness,1574
4237,18423,26771,737,sci-fi,The Left Hand of Darkness,1574
4238,18423,11743,425,fiction,The Left Hand of Darkness,1574
4239,18431,11743,812,fiction,The Rule of Four,3979
4240,18431,20939,522,mystery,The Rule of Four,3979
4241,18431,30358,283,thriller,The Rule of Four,3979
4242,18490,7457,19277,classics,"Frankenstein; or, The Modern Prometheus",71
4243,18490,11743,6948,fiction,"Frankenstein; or, The Modern Prometheus",71
4244,18490,14821,6371,horror,"Frankenstein; or, The Modern Prometheus",71
4245,18512,11305,21885,fantasy,The Return of the King,161
4246,18512,11743,5010,fiction,The Return of the King,161
4247,18512,7457,4963,classics,The Return of the King,161
4248,18521,7457,2436,classics,A Room of One's Own,1664
4249,18521,21689,2126,non-fiction,A Room of One's Own,1664
4250,18521,11665,1483,feminism,A Room of One's Own,1664
4251,18525,9886,599,drama,The Tragical History of the Life and Death of Doctor Faustus,2544
4252,18525,11743,337,fiction,The Tragical History of the Life and Death of Doctor Faustus,2544
4253,18525,23727,173,play,The Tragical History of the Life and Death of Doctor Faustus,2544
4254,18545,23743,2144,plays,Rosencrantz and Guildenstern are Dead,1584
4255,18545,9886,804,drama,Rosencrantz and Guildenstern are Dead,1584
4256,18545,11743,677,fiction,Rosencrantz and Guildenstern are Dead,1584
4257,18553,33114,267,young-adult,The Cay,3886
4258,18553,14487,222,historical-fiction,The Cay,3886
4259,18553,7457,149,classics,The Cay,3886
4260,18580,14487,470,historical-fiction,Summer of My German Soldier,9409
4261,18580,33114,438,young-adult,Summer of My German Soldier,9409
4262,18580,11743,199,fiction,Summer of My German Soldier,9409
4263,18600,21689,602,non-fiction,Touching the Void: The True Story of One Man's Miraculous Survival,2436
4264,18600,1691,301,adventure,Touching the Void: The True Story of One Man's Miraculous Survival,2436
4265,18600,21773,145,nonfiction,Touching the Void: The True Story of One Man's Miraculous Survival,2436
4266,18630,26837,1550,science-fiction,The Player of Games,2325
4267,18630,26771,1195,sci-fi,The Player of Games,2325
4268,18630,11743,522,fiction,The Player of Games,2325
4269,18646,14552,732,history,Galileo's Daughter,5051
4270,18646,21689,614,non-fiction,Galileo's Daughter,5051
4271,18646,26816,544,science,Galileo's Daughter,5051
4272,18723,11743,662,fiction,Brick Lane,4473
4273,18723,26256,197,rory-gilmore-reading-challenge,Brick Lane,4473
4274,18723,26251,96,rory-gilmore-challenge,Brick Lane,4473
4275,18728,14552,248,history,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,4971
4276,18728,4605,141,biography,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,4971
4277,18728,21689,131,non-fiction,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,4971
4278,18749,14487,904,historical-fiction,Half of a Yellow Sun,1792
4279,18749,1746,891,africa,Half of a Yellow Sun,1792
4280,18749,4949,272,book-club,Half of a Yellow Sun,1792
4281,18750,11743,281,fiction,Beauty's Punishment,4989
4282,18750,10825,203,erotica,Beauty's Punishment,4989
4283,18750,26138,193,romance,Beauty's Punishment,4989
4284,18765,14487,1727,historical-fiction,"I, Claudius",2798
4285,18765,11743,992,fiction,"I, Claudius",2798
4286,18765,7457,601,classics,"I, Claudius",2798
4287,18825,11743,156,fiction,Money,6184
4288,18825,240,90,1001-books,Money,6184
4289,18825,236,82,1001,Money,6184
4290,18839,7457,1578,classics,Orlando: A Biography,3210
4291,18839,11743,1271,fiction,Orlando: A Biography,3210
4292,18839,11305,307,fantasy,Orlando: A Biography,3210
4293,18864,11743,632,fiction,The Rum Diary,1955
4294,18864,7457,131,classics,The Rum Diary,1955
4295,18864,22034,78,novels,The Rum Diary,1955
4296,18878,11305,784,fantasy,The Belgariad: Part One - Pawn of Prophecy / Queen of Sorcery / Magician's Gambit,7506
4297,18878,11743,90,fiction,The Belgariad: Part One - Pawn of Prophecy / Queen of Sorcery / Magician's Gambit,7506
4298,18878,9221,46,default,The Belgariad: Part One - Pawn of Prophecy / Queen of Sorcery / Magician's Gambit,7506
4299,18884,11305,2129,fantasy,Polgara the Sorceress,5232
4300,18884,11743,161,fiction,Polgara the Sorceress,5232
4301,18884,9037,135,david-eddings,Polgara the Sorceress,5232
4302,18889,11305,1105,fantasy,Lady of Avalon,8750
4303,18889,11743,210,fiction,Lady of Avalon,8750
4304,18889,14487,186,historical-fiction,Lady of Avalon,8750
4305,18892,11305,1267,fantasy,The Forest House,8132
4306,18892,11743,254,fiction,The Forest House,8132
4307,18892,14487,199,historical-fiction,The Forest House,8132
4308,18931,21689,161,non-fiction,Please Stop Laughing at Me... One Woman's Inspirational Story,8290
4309,18931,19733,101,memoir,Please Stop Laughing at Me... One Woman's Inspirational Story,8290
4310,18931,21773,73,nonfiction,Please Stop Laughing at Me... One Woman's Inspirational Story,8290
4311,18943,11305,1658,fantasy,Confessions of an Ugly Stepsister,2192
4312,18943,11152,362,fairy-tales,Confessions of an Ugly Stepsister,2192
4313,18943,14487,276,historical-fiction,Confessions of an Ugly Stepsister,2192
4314,18956,21689,605,non-fiction,Homicide: A Year on the Killing Streets,8323
4315,18956,31254,328,true-crime,Homicide: A Year on the Killing Streets,8323
4316,18956,8517,260,crime,Homicide: A Year on the Killing Streets,8323
4317,18989,11743,1300,fiction,"Tinker, Tailor, Soldier, Spy",2375
4318,18989,20939,606,mystery,"Tinker, Tailor, Soldier, Spy",2375
4319,18989,30358,533,thriller,"Tinker, Tailor, Soldier, Spy",2375
4320,18990,11743,378,fiction,The Honourable Schoolboy,9233
4321,18990,10866,159,espionage,The Honourable Schoolboy,9233
4322,18990,28466,149,spy,The Honourable Schoolboy,9233
4323,18999,10866,197,espionage,Smiley's People,4286
4324,18999,30358,190,thriller,Smiley's People,4286
4325,18999,11743,161,fiction,Smiley's People,4286
4326,19000,11743,516,fiction,The Constant Gardener,6695
4327,19000,30358,164,thriller,The Constant Gardener,6695
4328,19000,20939,152,mystery,The Constant Gardener,6695
4329,19001,11743,309,fiction,A Perfect Spy,8849
4330,19001,10866,126,espionage,A Perfect Spy,8849
4331,19001,30358,110,thriller,A Perfect Spy,8849
4332,19049,21689,63,non-fiction,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality,8560
4333,19049,26816,46,science,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality,8560
4334,19049,23471,30,philosophy,What the Bleep Do We Know!?: Discovering the Endless Possibilities for Altering Your Everyday Reality,8560
4335,19057,33114,2219,young-adult,The Messenger,1087
4336,19057,11743,1330,fiction,The Messenger,1087
4337,19057,32989,993,ya,The Messenger,1087
4338,19063,14487,13616,historical-fiction,The Book Thief,47
4339,19063,11743,9253,fiction,The Book Thief,47
4340,19063,33114,8605,young-adult,The Book Thief,47
4341,19068,23931,70,politics,Ἠθικὰ Νικομάχεια ,3930
4342,19068,13646,60,greek,Ἠθικὰ Νικομάχεια ,3930
4343,19068,23471,51,philosophy,Ἠθικὰ Νικομάχεια ,3930
4344,19083,23471,1274,philosophy,Politics,3949
4345,19083,23931,451,politics,Politics,3949
4346,19083,7457,397,classics,Politics,3949
4347,19089,7457,4638,classics,Middlemarch,961
4348,19089,11743,2053,fiction,Middlemarch,961
4349,19089,7404,718,classic,Middlemarch,961
4350,19106,7457,296,classics,Нос,9561
4351,19106,27669,265,short-stories,Нос,9561
4352,19106,26374,226,russian,Нос,9561
4353,19117,7457,1149,classics,Отцы и дѣти,2131
4354,19117,11743,934,fiction,Отцы и дѣти,2131
4355,19117,26374,675,russian,Отцы и дѣти,2131
4356,19164,7457,705,classics,Purgatorio,5940
4357,19164,23831,583,poetry,Purgatorio,5940
4358,19164,11743,238,fiction,Purgatorio,5940
4359,19302,6953,1162,childrens,Pippi Långstrump,868
4360,19302,7457,1052,classics,Pippi Långstrump,868
4361,19302,6857,1051,children,Pippi Långstrump,868
4362,19307,6857,174,children,Pippi Långstrump i Söderhavet,8161
4363,19307,6953,169,childrens,Pippi Långstrump i Söderhavet,8161
4364,19307,11743,104,fiction,Pippi Långstrump i Söderhavet,8161
4365,19312,11305,409,fantasy,Bröderna Lejonhjärta,7039
4366,19312,6857,278,children,Bröderna Lejonhjärta,7039
4367,19312,7457,195,classics,Bröderna Lejonhjärta,7039
4368,19314,11305,315,fantasy,Ronja Rövardotter,7524
4369,19314,6857,313,children,Ronja Rövardotter,7524
4370,19314,6828,161,childhood,Ronja Rövardotter,7524
4371,19321,6953,1369,childrens,The Tale of Peter Rabbit,601
4372,19321,7457,1169,classics,The Tale of Peter Rabbit,601
4373,19321,6857,999,children,The Tale of Peter Rabbit,601
4374,19330,7457,420,classics,The Complete Tales of Beatrix Potter,2078
4375,19330,6953,406,childrens,The Complete Tales of Beatrix Potter,2078
4376,19330,6857,276,children,The Complete Tales of Beatrix Potter,2078
4377,19351,7457,1997,classics,Shūtur eli sharrī,2076
4378,19351,23831,759,poetry,Shūtur eli sharrī,2076
4379,19351,11743,662,fiction,Shūtur eli sharrī,2076
4380,19380,11743,2695,fiction,Candide,576
4381,19380,23471,1895,philosophy,Candide,576
4382,19380,7404,844,classic,Candide,576
4383,19400,14552,1186,history,The History of the Decline and Fall of the Roman Empire,9766
4384,19400,21689,375,non-fiction,The History of the Decline and Fall of the Roman Empire,9766
4385,19400,7457,211,classics,The History of the Decline and Fall of the Roman Empire,9766
4386,19448,33114,1305,young-adult,All-American Girl,2278
4387,19448,32989,660,ya,All-American Girl,2278
4388,19448,26138,547,romance,All-American Girl,2278
4389,19452,33114,675,young-adult,Ready or Not,7295
4390,19452,32989,323,ya,Ready or Not,7295
4391,19452,26138,292,romance,Ready or Not,7295
4392,19469,33114,997,young-adult,The Face on the Milk Carton,2695
4393,19469,20939,576,mystery,The Face on the Milk Carton,2695
4394,19469,32989,456,ya,The Face on the Milk Carton,2695
4395,19494,11743,1251,fiction,The Spy Who Came In from the Cold,2517
4396,19494,30358,553,thriller,The Spy Who Came In from the Cold,2517
4397,19494,10866,433,espionage,The Spy Who Came In from the Cold,2517
4398,19501,21689,4773,non-fiction,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia",40
4399,19501,19733,2981,memoir,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia",40
4400,19501,31155,2025,travel,"Eat, pray, love: one woman's search for everything across Italy, India and Indonesia",40
4401,19534,11743,448,fiction,The Brothers K,7401
4402,19534,3956,82,baseball,The Brothers K,7401
4403,19534,14487,59,historical-fiction,The Brothers K,7401
4404,19543,6953,3472,childrens,Where the Wild Things Are,102
4405,19543,23605,2828,picture-books,Where the Wild Things Are,102
4406,19543,6857,2373,children,Where the Wild Things Are,102
4407,19552,8150,402,cookbooks,Essentials of Classic Italian Cooking,8571
4408,19552,8209,175,cooking,Essentials of Classic Italian Cooking,8571
4409,19552,12175,98,food,Essentials of Classic Italian Cooking,8571
4410,19581,14821,1772,horror,Ghost Story,1974
4411,19581,11743,385,fiction,Ghost Story,1974
4412,19581,13150,108,ghosts,Ghost Story,1974
4413,19596,21773,182,nonfiction,Color: A Natural History of the Palette,2572
4414,19596,2938,69,art,Color: A Natural History of the Palette,2572
4415,19596,21689,68,non-fiction,Color: A Natural History of the Palette,2572
4416,19631,27669,714,short-stories,Birds of America: Stories,7771
4417,19631,11743,391,fiction,Birds of America: Stories,7771
4418,19631,27684,45,short-story-collections,Birds of America: Stories,7771
4419,19661,11743,327,fiction,Family Matters,5448
4420,19661,15453,207,india,Family Matters,5448
4421,19661,240,87,1001-books,Family Matters,5448
4422,19668,11743,778,fiction,Without Remorse,1972
4423,19668,30358,536,thriller,Without Remorse,1972
4424,19668,30924,298,tom-clancy,Without Remorse,1972
4425,19670,11743,693,fiction,Debt of Honor,2859
4426,19670,30358,447,thriller,Debt of Honor,2859
4427,19670,30924,285,tom-clancy,Debt of Honor,2859
4428,19674,11743,380,fiction,The Teeth of the Tiger,5876
4429,19674,30924,243,tom-clancy,The Teeth of the Tiger,5876
4430,19674,30358,237,thriller,The Teeth of the Tiger,5876
4431,19675,11743,687,fiction,Executive Orders,2666
4432,19675,30358,440,thriller,Executive Orders,2666
4433,19675,30924,293,tom-clancy,Executive Orders,2666
