,goodreads_book_id,original_title,book_id,tag_concat
2803,61329,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,5779,business marketing non-fiction entrepreneurship technology
2804,61505,Eine kurze Weltgeschichte für junge Leser: Von der Urzeit bis zur Gegenwart,9243,history non-fiction nonfiction historical تاريخ
2805,61535,The Selfish Gene,900,non-fiction nonfiction evolution philosophy psychology
2806,61539,The Structure of Scientific Revolutions,5420,non-fiction history nonfiction philosophy sociology
2807,61549,Mr. Popper's Penguins,2311,childrens fiction children-s children classics
2808,61663,Pale Blue Dot: A Vision of the Human Future in Space,4661,science non-fiction nonfiction astronomy space
2809,61665,Billions and Billions: Thoughts on Life and Death at the Brink of the Millennium,8623,science non-fiction nonfiction philosophy astronomy
2810,61666,Contact,1003,science-fiction sci-fi fiction science scifi
2811,61672,Bonjour tristesse,7032,fiction french classics france 1001-books
2812,61794,La vida del Lazarillo de Tormes y sus fortunas y adversidades ,9223,classics spanish fiction spanish-literature school
2813,61834,A Night to Remember,8347,non-fiction nonfiction historical kindle classics
2814,61886,The Curse of Chalion,5429,fantasy fiction series epic-fantasy sci-fi-fantasy
2815,61899,A Civil Campaign,9848,science-fiction sci-fi romance fiction scifi
2816,61903,Shards of Honor,6340,science-fiction sci-fi sf fantasy audiobook
2817,61904,Paladin of Souls,7336,fantasy fiction sci-fi-fantasy hugo hugo-winners
2818,61905,0,6650,science-fiction sci-fi space-opera fiction scifi
2819,61906,The Warrior's Apprentice,7113,science-fiction sci-fi space-opera fiction scifi
2820,61909,Mirror Dance,8495,science-fiction sci-fi fiction scifi space-opera
2821,61915,Falling Free,8970,science-fiction sci-fi fiction scifi space-opera
2822,61926,All the Weyrs of Pern,6369,sci-fi dragons pern fiction sci-fi-fantasy
2823,61938,0,9868,science-fiction sci-fi fantasy fiction sci-fi-fantasy
2824,61942,The Dragonriders of Pern,5415,fantasy science-fiction sci-fi dragons fiction
2825,61958,Moreta: Dragonlady Of Pern,5877,fantasy science-fiction sci-fi dragons fiction
2826,61974,"Nerilka's Story (Pern: Dragonriders of Pern, #5)",9433,science-fiction fantasy sci-fi dragons pern
2827,61975,Dragonflight,1128,fantasy science-fiction dragons sci-fi fiction
2828,62012,The Guns of Avalon,7349,fantasy fiction science-fiction sci-fi sci-fi-fantasy
2829,62032,Die 13½ Leben des Käpt'n Blaubär ,8617,fantasy fiction humor german young-adult
2830,62103,The Complete Phantom of the Opera,7115,classics non-fiction plays classic fiction
2831,62111,Der Schweizerische Robinson,1207,classics fiction classic adventure childrens
2832,62212,In the Company of the Courtesan,5216,historical-fiction fiction historical italy renaissance
2833,62233,The Elves of Cintra ,9330,fantasy terry-brooks shannara default fiction
2834,62291,A Storm of Swords,135,fantasy fiction series epic-fantasy sci-fi-fantasy
2835,62446,The Prince and the Pauper,1178,classics fiction classic historical-fiction literature
2836,62479,0,9133,forgotten-realms fantasy default fiction r-a-salvatore
2837,62485,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3)",7056,forgotten-realms fantasy default lineup-2 drizzt
2838,62530,Thud!,2470,fantasy discworld fiction humor terry-pratchett
2839,62571,The Keep ,7143,horror fiction fantasy vampires thriller
2840,62953,Ghost World,2129,graphic-novels graphic-novel cómics comics fiction
2841,63032,2666,4509,fiction literature latin-america novels 1001-books
2842,63033,Los detectives salvajes,4202,fiction latin-america novels latin-american chile
2843,63432,3001: The Final Odyssey,6509,science-fiction sci-fi fiction scifi default
2844,63461,Terms of Endearment,4555,fiction classics larry-mcmurtry romance contemporary-fiction
2845,63689,The Great Railway Bazaar: By Train Through Asia ,7375,travel non-fiction nonfiction asia memoir
2846,63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,881,non-fiction psychology science nonfiction medicine
2847,63720,The Fifth Elephant,2718,fantasy discworld fiction terry-pratchett humor
2848,63832,Blue Highways: A Journey into America,6453,non-fiction travel memoir nonfiction adventure
2849,64023,Celebration of Discipline: The Path to Spiritual Growth,4090,non-fiction christianity theology spirituality religion
2850,64081,The Irresistible Revolution: Living as an Ordinary Radical,4663,non-fiction christian christianity religion theology
2851,64216,Guards! Guards!,894,fantasy discworld fiction humour comedy
2852,64217,Pyramids,2452,fantasy discworld fiction humor terry-pratchett
2853,64218,Eric,2936,humor fiction terry-pratchett pratchett fantasy
2854,64222,Going Postal,1337,fantasy discworld fiction humor terry-pratchett
2855,64394,The Stainless Steel Rat,9863,science-fiction sci-fi fiction scifi humor
2856,64401,Another Fine Myth,6982,fantasy humor fiction humour sci-fi-fantasy
2857,64481,A Northern Light,4288,historical-fiction young-adult ya mystery fiction
2858,64582,Chaos: Making a New Science,4018,nonfiction mathematics physics science math
2859,64666,An Anthropologist on Mars: Seven Paradoxical Tales,7923,non-fiction science psychology nonfiction neuroscience
2860,64732,The Forge of God,9277,science-fiction sci-fi fiction scifi default
2861,64794,The Dancing Wu Li Masters: An Overview of the New Physics,9874,science non-fiction physics philosophy nonfiction
2862,64854,"""M"" is for Malice",2030,mystery sue-grafton fiction mysteries series
2863,64857,"""D"" is for Deadbeat ",5176,mystery sue-grafton crime fiction detective
2864,64860,E Is for Evidence,5417,mystery sue-grafton fiction mysteries series
2865,64862,R is for Ricochet,4647,mystery fiction sue-grafton series rory-gilmore-reading-challenge
2866,64863,A is for Alibi,823,mystery fiction sue-grafton mysteries crime
2867,64864,"""N"" is for Noose",4909,mystery sue-grafton fiction mysteries series
2868,64865,B is for Burglar,3957,mystery sue-grafton fiction mysteries series
2869,64895,Cod: A Biography of the Fish that Changed the World,6996,history non-fiction nonfiction food science
2870,64948,Whispers,3804,horror dean-koontz fiction thriller koontz
2871,64949,The Voice of the Night ,9180,default suspense thrillers my-library suspense-thriller
2872,64955,Midnight,5304,horror dean-koontz fiction thriller koontz
2873,64960,The Face of Fear,8068,horror koontz suspense mystery thrillers
2874,65070,A Corner of the Universe,9069,young-adult realistic-fiction fiction ya historical-fiction
2875,65091,"The Frog Princess (The Tales of the Frog Princess, #1)",6628,fantasy fairy-tales young-adult romance magic
2876,65110,The Penultimate Peril,1975,fiction young-adult childrens series mystery
2877,65111,The Grim Grotto,1774,fiction young-adult childrens series fantasy
2878,65112,The End,1977,fiction young-adult childrens series fantasy
2879,65113,"The Complete Wreck (A Series of Unfortunate Events, Books 1-13)",9461,young-adult fiction fantasy childrens mystery
2880,65118,The Hostile Hospital,1827,fiction young-adult childrens series fantasy
2881,65119,The Miserable Mill,1163,fiction young-adult childrens series fantasy
2882,65217,The Five Chinese Brothers,6003,picture-books children children-s-books children-s childrens-books
2883,65336,Selected Poems,8221,poetry classics american poems modernism
2884,65399,Sullivan's Island,7313,fiction chick-lit dorothea-benton-frank southern southern-fiction
2885,65497,"Love Comes Softly (Love Comes Softly, #1)",3531,christian-fiction romance christian historical-fiction fiction
2886,65605,The magician's nephew,332,childrens christian classic children-s-books magic
2887,65633,"The Chronicles of Narnia - The Lion, the Witch, and the Wardrobe Official Illustrated Movie Companion",9838,fantasy non-fiction narnia nonfiction fiction
2888,65641,The Silver Chair,602,fantasy fiction classics young-adult childrens
2889,65684,Monster,5480,fiction christian christian-fiction horror thriller
2890,65840,Anne of Windy Poplars,3138,young-adult historical-fiction childrens series fiction
2891,65910,The Perfect Husband,4066,mystery lisa-gardner suspense thriller fiction
2892,65948,From the Corner of His Eye,4387,horror dean-koontz fiction thriller default
2893,66354,Flow: The Psychology of Optimal Experience,2946,psychology non-fiction self-help nonfiction business
2894,66370,Rage,5188,stephen-king horror fiction thriller king
2895,66470,Chromosome 6,8790,fiction thriller robin-cook medical mystery
2896,66559,Sharp Objects,244,mystery fiction thriller crime mystery-thriller
2897,66655,Necroscope ,6669,horror vampires fantasy fiction vampire
2898,66676,The Two Swords (Hunter's Blades #3),7747,fantasy forgotten-realms drizzt default fiction
2899,66678,Exile ,2416,fantasy forgotten-realms fiction drizzt r-a-salvatore
2900,66683,The Thousand Orcs (Hunter's Blades #1),6380,forgotten-realms fantasy fiction default drizzt
2901,66692,Streams of Silver (Icewind Dale #2),3500,fantasy fiction drizzt forgotten-realms sci-fi-fantasy
2902,66693,The Crystal Shard,2808,fantasy forgotten-realms fiction drizzt r-a-salvatore
2903,66695,Sojourn (Dark Elf #3),2654,fantasy forgotten-realms fiction drizzt r-a-salvatore
2904,66857,Moab Is My Washpot,6559,non-fiction biography autobiography memoir nonfiction
2905,66933,Les Damnés de la terre,8025,non-fiction history politics philosophy nonfiction
2906,67035,Relic,1448,horror thriller mystery fiction science-fiction
2907,67238,Dead Poets Society ,2716,classics fiction classic english movie
2908,67513,Touch the Dark,6967,urban-fantasy vampires paranormal fantasy paranormal-romance
2909,67657,The Lady & Sons Savannah Country Cookbook,8877,cookbooks cooking cookbook non-fiction cook-books
2910,67863,Animal Speak: The Spiritual & Magical Powers of Creatures Great & Small,9826,spirituality spiritual non-fiction animals shamanism
2911,67920,Sybil,1234,non-fiction psychology biography nonfiction mental-illness
2912,67931,The Analyst,4963,thriller mystery fiction default suspense
2913,68099,Death at La Fenice,9451,mystery fiction mysteries crime italy
2914,68143,The Wisdom of Crowds,4699,non-fiction business economics nonfiction sociology
2915,68210,Gilead,1796,fiction book-club pulitzer historical-fiction pulitzer-prize
2916,68378,Dragons of Spring Dawning,2239,fantasy fiction default dragons sci-fi-fantasy
2917,68380,Dragonlance Chronicles: Dragons of Autumn Twilight/Dragons of Winter Night/Dragons of Spring Dawning (Collectors Edition),6407,fantasy dragonlance fiction default epic-fantasy
2918,68396,The Halfling's Gem,3393,fantasy forgotten-realms fiction drizzt r-a-salvatore
2919,68418,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3)",3989,fantasy fiction default forgotten-realms r-a-salvatore
2920,68427,Elantris,1049,fantasy epic-fantasy sci-fi-fantasy audiobook adult
2921,68428,Mistborn : The Final Empire,389,fantasy fiction epic-fantasy high-fantasy series
2922,68429,0,565,fantasy fiction epic-fantasy high-fantasy brandon-sanderson
2923,68452,Pani Jeziora,8376,fantasy fiction witcher polish-literature polish
2924,68453,Czas pogardy,5249,fiction polish default polish-literature books
2925,68455,Wieża Jaskółki,7069,fantasy polish the-witcher witcher fiction
2926,68458,Krew elfów,3996,fantasy fiction the-witcher witcher default
2927,68483,The Vor Game,7589,sci-fi space-opera fiction scifi sf
2928,68487,Royal Assassin,1018,fantasy fiction epic-fantasy high-fantasy robin-hobb
2929,68488,Fool's Errand,1964,fantasy fiction epic-fantasy robin-hobb high-fantasy
2930,68494,Perdido Street Station,2487,fantasy science-fiction fiction steampunk sci-fi
2931,68496,Un Lun Dun,8320,fantasy young-adult fiction ya urban-fantasy
2932,68497,The Scar,5047,fantasy fiction science-fiction steampunk sci-fi
2933,68520,The Winter King,3941,historical-fiction fantasy fiction arthurian historical
2934,68521,Excalibur,6681,historical-fiction fantasy fiction historical arthurian
2935,68524,Enemy of God,8393,historical-fiction fantasy fiction arthurian historical
2936,68526,The Lords of the North,4310,historical-fiction fiction historical bernard-cornwell history
2937,68527,The Last Kingdom,2413,historical-fiction fiction historical fantasy history
2938,68528,The Pale Rider,4017,historical-fiction fiction historical bernard-cornwell history
2939,68530,Vagabond,9254,fiction historical-fiction historical medieval bernard-cornwell
2940,68531,Harlequin,5214,historical-fiction fiction historical bernard-cornwell fantasy
2941,68591,Brida,1663,fiction paulo-coelho fantasy philosophy novel
2942,68783,"Girl, Interrupted",604,memoir psychology fiction memoirs biography
2943,68811,Momo,3370,fiction children classics german childrens
2944,68930,They Do it with Mirrors,9494,mystery agatha-christie crime fiction mysteries
2945,68984,The Power of Your Subconscious Mind,4191,self-help psychology non-fiction personal-development self-improvement
2946,68985,"The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal",9765,business self-improvement personal-development self-help productivity
2947,69136,The Book of Lost Things,2424,fantasy fiction young-adult fairy-tales horror
2948,69242,Made to Stick: Why Some Ideas Survive and Others Die,1926,business psychology nonfiction non-fiction communication
2949,69392,Milkweed,5589,historical-fiction young-adult holocaust fiction ya
2950,69477,Z for Zachariah,9599,young-adult fiction post-apocalyptic ya sci-fi
2951,69571,"Rich Dad , Poor Dad",582,business non-fiction finance self-help nonfiction
2952,70241,Crash,7232,fiction science-fiction 1001-books literature sci-fi
2953,70287,The Many Lives & Secret Sorrows of Josephine B.,7789,historical-fiction fiction france historical book-club
2954,70401,On the Road,284,classics fiction travel literature classic
2955,70420,"The Undercover Economist: Exposing Why the Rich Are Rich, the Poor Are Poor--and Why You Can Never Buy a Decent Used Car!",4341,economics non-fiction business nonfiction economy
2956,70487,Attack of the Deranged Mutant Killer Monster Snow Goons: A Calvin and Hobbes Collection,9566,comics humor graphic-novels fiction comic
2957,70489,There's Treasure Everywhere: A Calvin and Hobbes Collection,6361,comics humor fiction graphic-novels comic
2958,70509,Absurdistan,6917,fiction humor russia novels abandoned
2959,70535,2001: A Space Odyssey,503,science-fiction sci-fi fiction classics scifi
2960,70539,2010: Odyssey Two,2536,science-fiction sci-fi fiction scifi sf
2961,70561,"Архипелаг ГУЛАГ, 1918-1956",8523,history non-fiction russia classics russian
2962,70912,The Dice Man,7798,fiction novels psychology default contemporary
2963,71252,The Sandman: The Kindly Ones,3395,graphic-novels comics fantasy graphic-novel fiction
2964,71292,Astérix le Gaulois,6341,comics cómics graphic-novels comic bd
2965,71332,Push,2534,fiction young-adult african-american contemporary abuse
2966,71458,Stupeur et tremblements,8538,fiction french japan 1001-books contemporary
2967,71622,The Widow of the South,8435,historical-fiction fiction civil-war historical book-club
2968,71728,Jonathan Livingston Seagull,606,philosophy fantasy spirituality inspirational spiritual
2969,71771,"The Bastard (Kent Family Chronicles, Vol. 1)",5561,historical-fiction fiction historical john-jakes series
2970,71776,At Home in Mitford (Mitford Years #1),2387,fiction christian-fiction christian series jan-karon
2971,71784,Mitford Years New Song Unabridged,6795,fiction christian-fiction jan-karon christian series
2972,71787,In This Mountain (Mitford),9453,fiction christian-fiction christian jan-karon series
2973,71811,Moon Called,980,urban-fantasy fantasy paranormal vampires werewolves
2974,71823,"The Green Mile, Part 6: Coffey on the Mile",9360,stephen-king horror fiction default thriller
2975,71863,"The Third Day, The Frost",7805,young-adult ya fiction war series
2976,71864,The Dead of the Night,6915,young-adult ya fiction war series
2977,71865,"Tomorrow, When the War Began",2836,young-adult fiction dystopia ya series
2978,71867,The Other Side of Dawn,9843,young-adult ya fiction war series
2979,71869,Burning For Revenge,9010,young-adult ya fiction war australian
2980,71870,"Darkness, Be My Friend",8358,young-adult ya fiction war australian
2981,71984,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden, from the Soviet Invasion to September 10, 2001",9222,history non-fiction politics nonfiction war
2982,72003,Angels in America:  A Gay Fantasia on National Themes,9024,plays drama fiction theatre lgbtq
2983,72148,Restless,8950,fiction historical-fiction mystery thriller espionage
2984,72159,Cat on a Hot Tin Roof,2380,plays classics drama fiction play
2985,72223,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,2917,history non-fiction nonfiction american-history book-club
2986,72536,The Sociopath Next Door,4493,non-fiction psychology nonfiction science sociology
2987,72623,Dream Man,9358,romance romantic-suspense linda-howard suspense contemporary
2988,72657,Pedagogia do Oprimido,5978,education philosophy nonfiction non-fiction politics
2989,72659,Never Cry Wolf : The Amazing True Story of Life Among Arctic Wolves,5833,non-fiction animals nonfiction nature science
2990,72854,Into the Wilderness,4148,historical-fiction romance historical fiction historical-romance
2991,72855,Lake in the Clouds,9835,historical-fiction romance historical fiction historical-romance
2992,72929,Affinity,6587,historical-fiction fiction lgbt historical mystery
2993,72978,0,6530,plays classics shakespeare drama fiction
2994,73051,Better Than Life,9737,science-fiction sci-fi fiction humour humor
2995,73062,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,2302,historical-fiction fiction romance classics historical
2996,73064,Natural Born Charmer,5862,romance contemporary-romance contemporary chick-lit sports
2997,73070,It Had to Be You,2706,romance contemporary-romance contemporary sports chick-lit
2998,73080,Nobody's Baby But Mine,6067,romance contemporary-romance contemporary sports chick-lit
2999,73084,"Heaven, Texas",6313,romance contemporary-romance contemporary sports chick-lit
3000,73086,Kiss an Angel ,4416,romance contemporary-romance contemporary chick-lit susan-elizabeth-phillips
3001,73089,Match Me If You Can,4083,romance contemporary-romance contemporary chick-lit sports
3002,73095,Dream a Little Dream,5646,romance contemporary-romance contemporary chick-lit susan-elizabeth-phillips
3003,73100,This Heart of Mine,7159,romance contemporary-romance contemporary sports chick-lit
3004,73184,"Living Buddha, Living Christ",7727,religion spirituality buddhism non-fiction spiritual
3005,73186,The Case for Christ,1277,christian religion christianity nonfiction faith
3006,73297,The Scarlet Thread ,4482,christian-fiction fiction christian francine-rivers historical-fiction
3007,73385,A Knight in Shining Armor,4328,romance time-travel historical-romance historical historical-fiction
3008,73860,Dibs in Search of Self: Personality Development in Play Therapy,9456,nonfiction psychology non-fiction counseling psychotherapy
3009,73864,A Man Named Dave: A Story of Triumph and Forgiveness,3831,non-fiction biography memoir nonfiction memoirs
3010,73906,Taliesin. Book I of the Pendragon Cycle,8445,fiction historical-fiction arthurian fantasy default
3011,73945,Απολογία,4880,philosophy classics non-fiction history nonfiction
3012,73960,Lorna Doone: A Romance of Exmoor,9472,classics fiction historical-fiction romance classic
3013,73965,Drinking: A Love Story,7615,memoir non-fiction memoirs nonfiction addiction
3014,73968,Love Story,2408,romance classics fiction chick-lit contemporary
3015,74033,"Innocent in Death (In Death, #24)",6763,mystery j-d-robb jd-robb in-death in-death-series
3016,74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,9432,non-fiction nonfiction philosophy culture media
3017,74036,Ceremony in Death,5042,mystery romance jd-robb j-d-robb crime
3018,74169,Facing Your Giants: The God Who Made a Miracle Out of David Stands Ready to Make One Out of You,6782,christian non-fiction max-lucado christianity spiritual
3019,74256,Le Petit Nicolas,4902,french children fiction childrens childhood
3020,74270,Luck in the Shadows,9086,m-m lgbt fiction series high-fantasy
3021,74389,The Plains of Passage,2965,historical-fiction fiction historical fantasy series
3022,74406,Fifth Business,8337,fiction canadian classics canada literature
3023,74462,Unless,9794,fiction canadian rory-gilmore-reading-challenge 1001-books 1001
3024,74532,George's Marvellous Medicine,2123,childrens fiction children fantasy childhood
3025,74731,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,3254,humor fiction fantasy christmas comedy
3026,74812,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,6285,non-fiction memoir nonfiction biography autism
3027,74821,Day by Day Armageddon,6555,horror zombie fiction post-apocalyptic zombies
3028,74824,The Alexandria Link,2995,fiction thriller mystery steve-berry historical-fiction
3029,74862,ماهی سیاه کوچولو,8336,children short-stories persian novel داستان-کوتاه
3030,74928,ヘルシング 1,3917,manga horror vampires comics graphic-novels
3031,74997,Five Run Away Together,9404,childrens children adventure childhood mystery
3032,74998,The Magic Faraway Tree,3836,fantasy childhood children fiction children-s
3033,75020,The Romanov Prophecy,6192,thriller fiction mystery historical-fiction steve-berry
3034,75024,The Templar Legacy,2822,fiction thriller mystery historical-fiction steve-berry
3035,75162,Soul On Ice,9648,non-fiction biography history memoir nonfiction
3036,76104,The Exploits of Sherlock Holmes,3292,mystery sherlock-holmes classics fiction crime
3037,76171,Мы,2187,fiction science-fiction dystopia classics sci-fi
3038,76179,Envy,8284,sandra-brown romance romantic-suspense mystery suspense
3039,76237,The Further Adventures of Sherlock Holmes (Classic Crime),2397,mystery classics fiction crime classic
3040,76248,"Sherlock Holmes of Baker Street, the life of the world’s first consulting detective.",9952,sherlock-holmes mystery fiction sherlock holmes
3041,76334,A New Earth: Awakening to Your Life's Purpose,719,spirituality non-fiction self-help spiritual philosophy
3042,76401,Bury My Heart at Wounded Knee: An Indian History of the American West,2481,history non-fiction american-history classics nonfiction
3043,76527,"The Life and Opinions of Tristram Shandy, Gentleman",7416,classics fiction literature 18th-century humor
3044,76620,Watership Down,289,classics fiction fantasy young-adult classic
3045,76658,On a Pale Horse,3758,fantasy fiction science-fiction sci-fi sci-fi-fantasy
3046,76659,Bearing an Hourglass,6002,fantasy fiction science-fiction default sci-fi
3047,76660,With a Tangled Skein,6551,fantasy fiction default sci-fi-fantasy sci-fi
3048,76661,"Being a Green Mother (Incarnations of Immortality, #5)",7170,fantasy fiction default piers-anthony sci-fi-fantasy
3049,76664,A Spell for Chameleon,3899,fantasy fiction xanth humor sci-fi-fantasy
3050,76667,Wielding a Red Sword,6973,fantasy fiction piers-anthony default sci-fi-fantasy
3051,76668,For Love of Evil,9195,fiction fantasy default sci-fi-fantasy science-fiction
3052,76679,Forward the Foundation,3072,sci-fi fiction science-fiction scifi isaac-asimov
3053,76683,Foundation's Edge,2196,science-fiction sci-fi fiction scifi sf
3054,76688,Robots and Empire,5782,science-fiction fiction scifi asimov default
3055,76706,Track of the Cat,9602,mystery fiction mysteries nevada-barr series
3056,76740,The Demolished Man,5192,science-fiction sci-fi fiction sf classics
3057,76778,The Martian Chronicles,637,science-fiction sci-fi fiction classics short-stories
3058,76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,932,business-books self-help business to-buy audiobook
3059,76867,A Darkness More Than Night,3870,mystery michael-connelly crime fiction thriller
3060,76889,100 Selected Poems by e. e. Cummings,4301,poetry classics poems classic american
3061,77013,As I Lay Dying,887,classics fiction literature classic american
3062,77103,The Glass Palace,5037,fiction historical-fiction india asia burma
3063,77142,Snow Falling on Cedars,733,fiction historical-fiction mystery book-club historical
3064,77156,Plainsong,2128,fiction book-club contemporary-fiction literary-fiction contemporary
3065,77160,Across the Nightingale Floor ,4118,fantasy fiction historical-fiction japan young-adult
3066,77161,Grass for His Pillow ,6079,fantasy fiction historical-fiction japan young-adult
3067,77163,Stones from the River,1159,historical-fiction fiction book-club holocaust wwii
3068,77203,The Kite Runner ,11,fiction historical-fiction book-club contemporary afghanistan
3069,77262,Animal Dreams,1752,fiction contemporary contemporary-fiction novels adult-fiction
3070,77270,The Jungle Book,1327,classics fiction childrens classic fantasy
3071,77276,A Swiftly Tilting Planet,1530,fantasy young-adult fiction ya sci-fi-fantasy
3072,77281,The Far Side Gallery,5510,comics humor fiction graphic-novels comedy
3073,77295,Gift from the Sea,3122,non-fiction nonfiction memoir book-club classics
3074,77298,La tía Julia y el escribidor,8115,fiction latin-america latin-american book-club nobel
3075,77366,0,3019,fantasy young-adult fiction ya dragons
3076,77368,Spindle's End,7934,fantasy young-adult fairy-tales fiction ya
3077,77378,"The Seven-Percent Solution: Being a Reprint from the Reminiscences of John H. Watson, MD",4719,mystery sherlock-holmes historical-fiction crime mysteries
3078,77390,Anne of Avonlea,1210,classics fiction young-adult historical-fiction classic
3079,77391,Anne of Ingleside,3904,classics fiction young-adult historical-fiction classic
3080,77392,Anne of the Island,1112,classics fiction young-adult historical-fiction classic
3081,77394,Rainbow Valley,2821,classics fiction young-adult historical-fiction classic
3082,77395,Rainbow Valley,5567,fiction young-adult classics historical-fiction childrens
3083,77398,Gap Creek : The Story Of A Marriage (Oprah's Book Club),2368,fiction historical-fiction oprah-s-book-club oprah nook
3084,77427,H.M.S. Surprise ,8687,historical-fiction fiction historical adventure aubrey-maturin
3085,77430,Master and Commander,3109,historical-fiction fiction adventure history series
3086,77431,The Mauritius Command,9998,historical-fiction fiction historical aubrey-maturin adventure
3087,77449,Here be Dragons,6425,historical-fiction fiction historical medieval fantasy
3088,77477,Blessings,8457,fiction book-club contemporary-fiction family adult-fiction
3089,77504,Blue Mars ,5317,science-fiction sci-fi fiction scifi sf
3090,77505,Green Mars,4181,science-fiction sci-fi fiction scifi sf
3091,77507,Red Mars,2156,science-fiction sci-fi fiction scifi sf
3092,77554,The Stone Diaries,3889,fiction pulitzer canadian pulitzer-prize 1001-books
3093,77565,The Fall of Hyperion,1484,science-fiction sci-fi fiction scifi fantasy
3094,77566,Hyperion,729,sci-fi fiction scifi fantasy sf
3095,77661,The Daughter of Time,7808,mystery historical-fiction fiction history mysteries
3096,77699,Dinner at the Homesick Restaurant,6181,fiction contemporary book-club novels contemporary-fiction
3097,77711,A Fire Upon The Deep,2693,science-fiction sci-fi fiction scifi space-opera
3098,77727,Calvin and Hobbes,780,comics humor graphic-novels fiction comic
3099,77735,The Honor of the Queen,6013,science-fiction sci-fi scifi military space-opera
3100,77736,The Short Victorious War,7614,science-fiction sci-fi space-opera scifi fiction
3101,77738,Flag in Exile,9575,science-fiction sci-fi space-opera scifi fiction
3102,77739,Honor Among Enemies,9526,science-fiction sci-fi space-opera scifi fiction
3103,77767,Little House on the Prairie,544,classics childrens fiction young-adult children-s-books
3104,77770,These Happy Golden Years,2571,classics historical-fiction childrens fiction young-adult
3105,77773,To Say Nothing of the Dog,5341,science-fiction time-travel sci-fi fiction fantasy
3106,77786,Star Wars: Vision of the Future,8222,star-wars sci-fi science-fiction fiction scifi
3107,77787,Star Wars: Specter of the Past,7411,star-wars science-fiction fiction sci-fi scifi
3108,77866,Any Human Heart,9483,fiction historical-fiction book-club british literature
3109,77995,The Necklace and Other Short Stories,7210,short-stories classics fiction french classic
3110,78039,Ramona the Pest,2049,childrens fiction children children-s-books children-s
3111,78129,Killing Floor,477,thriller mystery fiction lee-child crime
3112,78131,The Killing Game,4134,iris-johansen mystery fiction suspense thriller
3113,78250,The Teachings of Don Juan: A Yaqui Way of Knowledge,3049,philosophy spirituality non-fiction fiction spiritual
3114,78408,Lemony Snicket: The Unauthorized Autobiography,8626,fiction young-adult childrens lemony-snicket humor
3115,78411,The Bad Beginning,356,fiction childrens fantasy middle-grade young-adult
3116,78418,The Reptile Room,873,fiction young-adult childrens fantasy series
3117,78427,The Total Money Makeover: A Proven Plan for Financial Fitness,2310,non-fiction finance business personal-finance finances
3118,78433,The Blind Assassin,883,fiction historical-fiction mystery book-club canadian
3119,78508,The River of Doubt: Theodore Roosevelt's Darkest Journey,3307,history non-fiction biography nonfiction adventure
3120,78629,Tortured for Christ,8310,biography christian non-fiction christianity biographies
3121,78674,Out to Canaan (Mitford),8776,fiction christian-fiction christian jan-karon series
3122,78728,L'ignorance,7022,fiction 1001-books 1001 novels literature
3123,78876,Maskerade,3359,fantasy discworld fiction humor terry-pratchett
3124,78950,"Little Men, or Life at Plumfield with Jo's Boys",3580,classics fiction classic young-adult historical-fiction
3125,78960,Good Wives,8740,classics fiction classic romance historical-fiction
3126,78970,A Matter of Honor,5061,fiction thriller jeffrey-archer mystery default
3127,78971,False Impression,8199,fiction jeffrey-archer thriller mystery default
3128,78972,The Fourth Estate,9628,fiction jeffrey-archer thriller default drama
3129,78976,A Twist in the Tale,9866,fiction short-stories jeffrey-archer thriller mystery
3130,78982,"Not a Penny More, Not a Penny Less",2827,fiction jeffrey-archer thriller mystery crime
3131,78983,Kane and Abel,1100,fiction historical-fiction jeffrey-archer thriller drama
3132,78985,Sons of Fortune,6069,fiction jeffrey-archer thriller default drama
3133,78987,The Prodigal Daughter,3533,fiction jeffrey-archer thriller historical-fiction drama
3134,78989,Shall We Tell the President?,6533,fiction jeffrey-archer mystery default novels
3135,79006,Honour Among Thieves,6975,fiction jeffrey-archer thriller default mystery
3136,79016,First Among Equals,8399,fiction jeffrey-archer thriller default historical-fiction
3137,79121,The Happy Prince and The House of Pomegranates,6898,classics short-stories fiction children fantasy
3138,79257,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,5439,non-fiction science-fiction humor sci-fi biography
3139,79378,Roses Are Red,2398,james-patterson mystery alex-cross fiction thriller
3140,79379,Violets Are Blue,2547,james-patterson mystery fiction thriller crime
3141,79421,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,6613,christian non-fiction biography china christianity
3142,79422,"Y: The Last Man, Vol. 8: Kimono Dragons",4494,graphic-novels comics graphic-novel science-fiction fiction
